ds,Осадки,Влажность,Давление,Направление ветра,Скорость ветра,Температура,NO,NO2,CO,PM2.5,PM10
2021-01-08 00:20:00,0.013645262778427246,88.90326075307945,759.4635774866488,70.14081644640855,0.3407880838541022,-4.2865658936126865,0.02800157563024451,0.04839239958533633,0.35767257587567525,0.015549504247588466,0.02307573399090318
2021-01-08 00:40:00,0.013654414917329983,88.90028014661863,759.4559151592321,69.99371568153929,0.34002556589058447,-4.28460951675169,0.028174623714066822,0.04787058202251947,0.3526652012883404,0.01549029404848138,0.02301976543047655
2021-01-08 01:00:00,0.013663357929688771,88.89729978467497,759.4481138252947,69.84693140497211,0.3392652680617292,-4.282633923379541,0.02829293759326995,0.047298585438192875,0.34717196752359886,0.015422200642931263,0.022957011527691647
2021-01-08 01:20:00,0.013672091759463953,88.89431977782513,759.4401769746607,69.70046836960614,0.33850722088350016,-4.2806391080013215,0.028351542929350798,0.04668642399138068,0.3413255364616658,0.015347079210137476,0.022892062384351743
2021-01-08 01:40:00,0.01368061635797796,88.89134023639222,759.4321079837767,69.55433132779142,0.33775145485803365,-4.278625065777963,0.02834919757019274,0.046045948215091746,0.3352813967925521,0.015267092527677788,0.022828683247129042
2021-01-08 02:00:00,0.013688931683876793,88.88836127040742,759.4239101097294,69.40852503154905,0.33699800047368134,-4.276591792549447,0.02828882432290759,0.045391095243356196,0.32921736906830856,0.015184616089909488,0.022769727878379217
2021-01-08 02:20:00,0.013697037703259644,88.88538298967175,759.4155864844458,69.26305423211508,0.33624688820280924,-4.274539284817426,0.02817765628894349,0.044737951026267556,0.32333079182521474,0.015102130699642433,0.02271716539556147
2021-01-08 02:40:00,0.0137049343895278,88.88240550369301,759.4071401091924,69.1179236801546,0.3354981485026699,-4.272467539759685,0.028027050945698857,0.04410455200616514,0.31783289482776145,0.015022108750572166,0.022672200743919516
2021-01-08 03:00:00,0.013712621723446708,88.87942892169735,759.3985738492652,68.97313812511173,0.3347518118114727,-4.270376555223581,0.02785195823436435,0.04351038333867664,0.31294021458838656,0.014946901022361306,0.02263545852917121
2021-01-08 03:20:00,0.013720099693226268,88.8764533526594,759.3898904289789,68.82870231548387,0.33400790854976387,-4.268266329730237,0.027670060851353227,0.04297556871706662,0.3088633190567015,0.01487863091693049,0.022607193924322165
2021-01-08 03:40:00,0.01372736829430204,88.87347890523863,759.3810924269,68.68462099840876,0.3332664691179335,-4.266136862473611,0.027500638298703008,0.042519788579238285,0.30579352987866326,0.014819102638493231,0.02258749340629615
2021-01-08 04:00:00,0.013734427529590214,88.8705056878256,759.372182271366,68.5408989195477,0.3325275238952382,-4.263988153325147,0.02736323638895507,0.042161003783680394,0.30388870609197977,0.014769728884856467,0.022576432163869516
2021-01-08 04:20:00,0.01374127740931394,88.867533808524,759.3631622362168,68.39754082295302,0.33179110323913574,-4.261820202825267,0.027276247369838233,0.04191409551306011,0.3032594294627097,0.014731482237107834,0.022574163494582092
2021-01-08 04:40:00,0.013747917950970561,88.8645633751095,759.354034436944,68.25455145083342,0.33105723748330773,-4.259633012202153,0.027255519797666217,0.04178955465685859,0.30395706627047114,0.01470487271866569,0.022580927173998757
2021-01-08 05:00:00,0.013754349179523291,88.86159449509995,759.3448008269934,68.11193554353753,0.33032595693794364,-4.25742658334977,0.02731311985738829,0.0417923619100681,0.30596514643554096,0.014689952085333885,0.022596977041293705
2021-01-08 05:20:00,0.013760571127152095,88.85862727567122,759.3354631944187,67.96969783918418,0.3295972918868895,-4.2552009188470254,0.027456356301559137,0.04192119162234528,0.3091952914183151,0.014686343465925943,0.022622441114748135
2021-01-08 05:40:00,0.013766583833475178,88.85566182372182,759.3260231588374,67.82784307367541,0.32887127258769766,-4.252956021952815,0.027687160164879522,0.04216804827942233,0.3134885516389038,0.014693293166195805,0.022657138679979462
2021-01-08 06:00:00,0.013772387345296571,88.85269824580595,759.316482168701,67.68637598036374,0.32814792926995673,-4.250691896599545,0.028001879771682357,0.04251840653655589,0.3186225169480973,0.014709739930885571,0.02270038649155185
2021-01-08 06:20:00,0.013777981716917595,88.84973664819081,759.3068414988236,67.54530129009102,0.3274272921348159,-4.248408547406334,0.02839151423752203,0.04295187780574983,0.3243239911641574,0.014734395859374652,0.022750829447354397
2021-01-08 06:40:00,0.013783367009790196,88.84677713680837,759.2971022482537,67.40462373086069,0.32670939135303384,-4.246105979670265,0.028842368402190493,0.0434433736594916,0.33028643646379147,0.014765832578480145,0.022806329368342173
2021-01-08 07:00:00,0.013788543292760894,88.84381981726409,759.2872653384909,67.26434802764655,0.32599425706388346,-4.24378419937349,0.029337073013567444,0.043964684579175906,0.33619086166608314,0.014802566233571048,0.02286393901257475
