ds,Осадки,Влажность,Давление,Направление ветра,Скорость ветра,Температура,CO,NO,NO2,PM2.5,PM10
2021-02-24 03:20:00,0.02228599047602395,76.08224286440876,745.9725336571854,22.163452114508843,1.5951566861466762,-3.3759540380603275,0.5195736179352111,0.011978774377700332,0.042154481986294,0.015502982749087239,0.012201832049838655
2021-02-24 03:40:00,0.02228246666808708,76.08801502773329,745.9923134301549,22.138718114703067,1.5957844228019995,-3.384886994239034,0.5181762925171187,0.011895744163566114,0.042028195451275015,0.015471933629527281,0.012200175063179837
2021-02-24 04:00:00,0.022279001748448334,76.0939823556084,746.012137304133,22.114492825006412,1.5964153847118123,-3.3937998597282473,0.5170689172182743,0.01192895425160238,0.0420993964999018,0.01545144023098847,0.0121981858196013
2021-02-24 04:20:00,0.022275596602416594,76.1001448941461,746.0319947401555,22.090777670552846,1.5970495675520524,-3.4026923856472733,0.5163298081832745,0.012097606056472388,0.042352450040392696,0.015442611480110469,0.01219579705652971
2021-02-24 04:40:00,0.022272252113086845,76.10650268405698,746.0518754629325,22.067574065046944,1.5976869669238902,-3.4115643236160222,0.516066377447307,0.012417097220209991,0.04276264063623641,0.015446015911107797,0.012193017646595843
2021-02-24 05:00:00,0.022268969161194557,76.11305576060545,746.0717694651138,22.044883410639866,1.5983275783518134,-3.4204154257450163,0.5164001329034448,0.012896764636391129,0.04329810886058241,0.015461620392129876,0.012189941222571932
2021-02-24 05:20:00,0.022265748625300136,76.1198041536197,746.0916670113179,22.022707098081625,1.5989713972864332,-3.429245444643737,0.5174484918461211,0.013537995424161389,0.04392224626396173,0.015488775476719362,0.012186744489827567
2021-02-24 05:40:00,0.022262591381506734,76.12674788749528,746.1115586419108,22.00104650640643,1.5996184191010534,-3.4380541334293317,0.5193056535097755,0.014332942009954911,0.04459632450772649,0.015526248177383954,0.012183674921906768
2021-02-24 06:00:00,0.022259498303593823,76.13388698118018,746.1314351764775,21.979903002999848,1.6002686390944778,-3.4468412457268345,0.5220249282527316,0.01526402026763034,0.04528211965724025,0.015572298342415487,0.012181028838625495
2021-02-24 06:20:00,0.022256470262952226,76.14122144819466,746.1512877170035,21.959277943575593,1.600922052488594,-3.4556065356781644,0.5256047859447359,0.016304290519486533,0.045944303196151504,0.015624790754356098,0.01217912207769522
2021-02-24 06:40:00,0.02225350812848263,76.14875129660169,746.1711076508061,21.939172672052347,1.6015786544296344,-3.4643497579444844,0.5299804785827,0.01741872885425029,0.04655240532073224,0.015681331987154153,0.012178256440688632
2021-02-24 07:00:00,0.02225061276667969,76.15647652902547,746.1908866531663,21.91958852047334,1.6022384399878387,-3.473070667716234,0.535022459395532,0.018566300941738115,0.04708220912063263,0.015739419258074074,0.012178685700566442
2021-02-24 07:20:00,0.022247785041508716,76.16439714265199,746.2106166896903,21.90052680905947,1.6029014041569638,-3.481769020707784,0.5405420370525036,0.019702663114121423,0.04751649997585488,0.015796588137355336,0.01218058512160914
2021-02-24 07:40:00,0.022245025814370045,76.17251312920672,746.2302900183643,21.881988846030566,1.6035675418546655,-3.490444573179344,0.5463038614571436,0.020783245891350763,0.047845165195975384,0.015850547010215182,0.012184028136918315
2021-02-24 08:00:00,0.022242335944110625,76.18082447496312,746.2498991913368,21.8639759275766,1.6042368479219982,-3.4990970819184275,0.5520440363694741,0.02176643130502312,0.04806470650281114,0.015899288436023135,0.012188973083204732
2021-02-24 08:20:00,0.022239716287044853,76.18933116077395,746.2694370564607,21.846489337918904,1.6049093171240634,-3.507726304275482,0.5574919886549882,0.022616522435065994,0.048177284914586296,0.015941170700238996,0.012195261790127341
2021-02-24 08:40:00,0.022237167696699162,76.19803316198757,746.2888967584521,21.829530348955902,1.6055849441480015,-3.5163319981315135,0.5623937728026813,0.023306223044299874,0.04818945782024278,0.01597496649080484,0.012202630488288225
2021-02-24 09:00:00,0.022234691024112962,76.20693044855382,746.3082717399188,21.81310022068275,1.6062637236063673,-3.5249139219436616,0.5665343060187908,0.023818395003581398,0.048110787578337845,0.015999879300205126,0.012210732091414206
2021-02-24 09:20:00,0.02223228711750151,76.2160229849525,746.3275557419266,21.797200200580196,1.6069456500325998,-3.533471834716872,0.5697561350033608,0.024146935734972872,0.04795249839538984,0.016015531416342665,0.012219167589631737
2021-02-24 09:40:00,0.022229956822437797,76.22531073020086,746.3467428044611,21.781831524047,1.6076307178850557,-3.5420054960245926,0.5719727180849352,0.024296708852967648,0.04772633476905262,0.01602192985233166,0.012227523218795024
2021-02-24 10:00:00,0.022227700981649803,76.23479363787366,746.3658272664826,21.76699541399516,1.6083189215444242,-3.550514666015543,0.5731748200936168,0.02428255831885888,0.04744373410532382,0.01601941801671906,0.012235409373566614
2021-02-24 10:20:00,0.02222552043515858,76.24447165608518,746.3848037657763,21.75269308103926,1.609010255314648,-3.558999105406956,0.5734293898363644,0.024127528947324225,0.04711537389523159,0.01600862122686109,0.012242496994558403
2021-02-24 10:40:00,0.022223416020056647,76.25434472751485,746.4036672385159,21.7389257231697,1.6097047134224969,-3.5674585755083044,0.5728711301855851,0.02386049378425249,0.046751096958797735,0.01599039335308379,0.012248547413668391
2021-02-24 11:00:00,0.022221388570739936,76.26441278937875,746.4224129185214,21.7256945261171,1.6104022900173653,-3.5758928382015505,0.5716877798685392,0.023513443278950566,0.04636016402200633,0.01596577012924002,0.01225343235991264
2021-02-24 11:20:00,0.022219438918530843,76.2746757734311,746.4410363363194,21.71300066277709,1.611102979172125,-3.584301655970063,0.5701008096532572,0.023118716628355063,0.04595173804707213,0.015935932272312624,0.012257141929754599
2021-02-24 11:40:00,0.022217567891988452,76.28513360598572,746.4595333178265,21.700845293602285,1.6118067748815694,-3.592684791883971,0.5683437146108095,0.022706449878349633,0.045535474738404996,0.015902178892931725,0.01225977968402308
2021-02-24 12:00:00,0.02221577631661479,76.29578620792631,746.4778999829275,21.68922956622481,1.612513671063621,-3.6010420096255134,0.5666403042028958,0.02230247963689938,0.04512208193536564,0.015865909148927056,0.012261545491101242
2021-02-24 12:20:00,0.02221406501506635,76.30663349465782,746.4961327436116,21.678154615741807,1.6132236615590385,-3.6093730734706115,0.5651853299621254,0.021926880344075347,0.044723718279990166,0.015828608069804944,0.012262708123627467
