ds,Осадки,Влажность,Давление,Направление ветра,Скорость ветра,Температура,NO2,NO,PM10,CO
2021-02-25 08:00:00,0.09671645374138119,79.68836972803638,756.138362637998,174.68300647536142,1.6345547141081385,-2.9819974760080274,0.06143148104714338,0.02999251563812278,0.032857578342945074,0.12960119000624476
2021-02-25 08:20:00,0.09658023158716078,79.70823512437565,756.1516518748158,174.75805266303837,1.6356679337847495,-2.9884364778853945,0.062057902309815866,0.030995876693266082,0.033189926935930494,0.13836338977560572
2021-02-25 08:40:00,0.09644346408775299,79.72824179308212,756.1650111826598,174.83320630569528,1.6367860771603442,-2.994836807119074,0.0625654678397731,0.031956302907542734,0.03352788956895416,0.14595164320483772
2021-02-25 09:00:00,0.09630615482916613,79.74838935448219,756.1784445478703,174.90846441819141,1.6379091130744654,-3.0011982778224136,0.06293329254240941,0.03283239496544636,0.03384646699091945,0.1519397455057505
2021-02-25 09:20:00,0.0961683074054844,79.76867742495011,756.1919558058281,174.98382401048963,1.6390370102521887,-3.007520705023806,0.06314983762369183,0.033588356168372926,0.03411861321114052,0.1560371243560859
2021-02-25 09:40:00,0.09602992541852005,79.78910561697656,756.2055486361677,175.05928208785332,1.6401697373082191,-3.0138039046689062,0.06321354631022702,0.034196729399879236,0.03431772103080996,0.15811224874947624
2021-02-25 10:00:00,0.0958910124776787,79.80967353914463,756.2192265582956,175.1348356510026,1.6413072627467171,-3.020047693634906,0.06313268636801425,0.034640363169991806,0.03442025489897967,0.15819996896678362
2021-02-25 10:20:00,0.09575157220002983,79.83038079614057,756.2329929270797,175.2104816960312,1.6424495549614877,-3.0262518897208217,0.06292441752730162,0.03491341985086952,0.034408238703115414,0.1564921548271655
2021-02-25 10:40:00,0.0956116082100691,79.85122698879891,756.2468509289795,175.28621721482463,1.643596582239042,-3.03241631166631,0.0626131759818758,0.035021339121278375,0.03427131340678536,0.15331285289209812
2021-02-25 11:00:00,0.09547112413975795,79.87221171406485,756.2608035782882,175.36203919488088,1.6447483127573008,-3.0385407791364782,0.06222853280317889,0.034979778434574754,0.03400812052666689,0.1490808896989545
2021-02-25 11:20:00,0.09533012362823197,79.8933345650337,756.2748537137984,175.43794461964717,1.645904714589282,-3.0446251127448596,0.0618027314976269,0.03481265796729628,0.03362683790981953,0.14426421015719404
2021-02-25 11:40:00,0.09518861032184067,79.91459513094964,756.2890039956683,175.5139304684596,1.647065755701537,-3.0506691340409713,0.06136813695038162,0.034549528319198074,0.03314478619067554,0.1393311016669904
2021-02-25 12:00:00,0.0950465878739878,79.93599299723083,756.303256902663,175.58999371683004,1.6482314039575643,-3.0566726655299723,0.06095483087660735,0.034222545304631806,0.03258712710247066,0.1347037180001628
2021-02-25 12:20:00,0.09490405994503637,79.95752774546847,756.3176147295961,175.6661313364089,1.6494016271174659,-3.0626355306600903,0.06058856758474225,0.03386337044438826,0.03198477655872636,0.13071895617662938
2021-02-25 12:40:00,0.0947610302023004,79.97919895341778,756.332079585147,175.74234029516828,1.6505763928390509,-3.0685575538339034,0.06028926089901312,0.03350031483381602,0.03137174417633131,0.12760080107809543
2021-02-25 13:00:00,0.09461750231966738,80.0010061950771,756.3466533899375,175.8186175576141,1.6517556686805057,-3.0744385604180966,0.06007011345339646,0.03315600856557732,0.030782176241676455,0.1254468511796158
2021-02-25 13:20:00,0.09447347997790427,80.02294904061112,756.3613378749309,175.89496008470726,1.652939422099004,-3.0802783767332507,0.05993742996679284,0.03284581236801495,0.030247413258986916,0.12423004278603293
2021-02-25 13:40:00,0.09432896686410194,80.04502705643334,756.3761345800986,175.9713648341396,1.6541276204545674,-3.0860768300691612,0.05989108427745617,0.03257710047758775,0.029793372037326814,0.12381480154750646
2021-02-25 14:00:00,0.09418396667197404,80.06723980516793,756.3910448534027,176.04782876036484,1.6553202310081545,-3.0918337486838823,0.05992554372360947,0.03234944432191442,0.02943852579783864,0.12398518034869527
2021-02-25 14:20:00,0.09403848310150918,80.08958684569748,756.4060698501029,176.1243488147646,1.6565172209258492,-3.097548961805739,0.06003130099616232,0.03215562682189925,0.029192688148161002,0.12448118757362162
2021-02-25 14:40:00,0.09389251985895776,80.11206773314805,756.4212105323272,176.20092194570447,1.6577185572773951,-3.103222299639392,0.060196528404147874,0.031983328378108876,0.029056715821941005,0.12503862618832703
2021-02-25 15:00:00,0.0937460806566193,80.13468201893825,756.4364676689585,176.27754509883658,1.6589242070399308,-3.1088535933704016,0.060408755953699336,0.03181725771377512,0.02902314135276815,0.12542745148273932
2021-02-25 15:20:00,0.09359916921299238,80.15742925073265,756.4518418358001,176.35421521688377,1.6601341370958158,-3.114442675160941,0.060656383603216374,0.03164146097104362,0.02907764243277055,0.12548394430211748
2021-02-25 15:40:00,0.09345178925240866,80.18030897249784,756.467333416071,176.4309292400547,1.6613483142361263,-3.119989378164677,0.06092986780866049,0.03144153459924083,0.029201161700704248,0.1251328456629443
2021-02-25 16:00:00,0.09330394450500817,80.2033207245308,756.4829426011667,176.50768410609854,1.6625667051621997,-3.1254935365223764,0.0612224689683212,0.031206491668675382,0.029372419906783992,0.12439689958413337
2021-02-25 16:20:00,0.09315563870670684,80.22646404339224,756.498669391718,176.5844767502664,1.6637892764842426,-3.130954985363843,0.061530503766891835,0.030930083547416456,0.0295705249354943,0.12339284235783489
2021-02-25 16:40:00,0.09300687559896802,80.24973846202433,756.5145135989382,176.6613041056642,1.6650159947253844,-3.136373560823637,0.06185310774925886,0.030611452417333304,0.029777373590353318,0.12231456330757554
2021-02-25 17:00:00,0.09285765892888537,80.27314350967418,756.5304748462574,176.73816310315436,1.6662468263198955,-3.1417491000238345,0.06219157149910306,0.030255075546682067,0.02997957277593162,0.12140573948135301
2021-02-25 17:20:00,0.09270799244883188,80.29667871196698,756.5465525712541,176.81505067163653,1.6674817376173672,-3.1470814411004104,0.06254836193389594,0.029870049039952183,0.030169668028379747,0.12092552472476738
2021-02-25 17:40:00,0.09255787991659435,80.32034359087109,756.5627460278024,176.89196373814482,1.6687206948812796,-3.1523704231851077,0.06292597315104018,0.029468836501643683,0.03034655279668968,0.12111169986504881
