ds,Осадки,Влажность,Давление,Направление ветра,Скорость ветра,Температура,CO,NO2,NO,PM10,PM2.5
2021-01-15 21:20:00,0.011821131002223437,87.27824924922155,761.8488190612867,100.40204711308766,1.1460566342329526,-2.591300595019768,0.5268664343826455,0.0571679898279999,0.04220445588281886,0.026347611168465873,0.01660273581001626
2021-01-15 21:40:00,0.011848473877677373,87.27269550237752,761.8666479200288,100.68034632553017,1.148311148036302,-2.591218881717868,0.527760883803817,0.057367159766640516,0.0422257814996453,0.026383368583719268,0.01659535721902441
2021-01-15 22:00:00,0.01187579675607061,87.26708125669992,761.8841659012647,100.95876309178063,1.1505641741737855,-2.591166345765867,0.5271955147222752,0.057472011566196905,0.04222338953144995,0.026405144314555484,0.01657441006861769
2021-01-15 22:20:00,0.011903098893458017,87.26140658488443,761.9013640786159,101.23728995582081,1.1528156431067988,-2.5911430055639126,0.5251302258682219,0.057473141937999746,0.04218587490233494,0.026403290541678868,0.016540070339336993
2021-01-15 22:40:00,0.011930379546251924,87.25567156157558,761.9182334905747,101.51591944934727,1.155065485266241,-2.5911488787140735,0.5216168324699679,0.057363190543905866,0.04210246157419904,0.02636911789587109,0.016493237280258317
2021-01-15 23:00:00,0.011957637971106773,87.24987626339748,761.9347651478797,101.79464409120001,1.157313631047474,-2.5911839820340674,0.5167905306161148,0.057137353525022805,0.04196348253194858,0.026295848723682815,0.016435418799341947
2021-01-15 23:20:00,0.011984873425115746,87.2440207689297,761.9509500410164,102.0734563885245,1.159560010820546,-2.591248331543948,0.5108537163476944,0.05679384180851407,0.04176089846366124,0.026179370229693587,0.016368566243175443
2021-01-15 23:40:00,0.012012085165725477,87.23810515872465,761.9667791479566,102.35234883604276,1.1618045549252074,-2.5913419424734263,0.5040542615070709,0.05633425803397449,0.04148884951789784,0.02601870489876255,0.016294879541003022
2021-01-16 00:00:00,0.012039272450869339,87.23212951529625,761.9822434419973,102.6313139171143,1.1640471936792829,-2.591464829256049,0.4966609325634212,0.05576386712044308,0.04114422146629573,0.025816150395415096,0.01621660677210439
2021-01-16 00:20:00,0.012066434538838754,87.22609392311458,761.9973338997606,102.91034410324801,1.1662878573749975,-2.5916170055259977,0.4889388899052025,0.055091737412596216,0.04072719326119929,0.025577080996373448,0.016135862316121102
2021-01-16 00:40:00,0.012093570688479448,87.21999846862488,762.0120415093736,103.18943185467788,1.168526476284917,-2.5917984841328963,0.4811280968250774,0.054330732235522275,0.040241719722694295,0.025309442624839338,0.01605448485373533
2021-01-16 01:00:00,0.012120680159127775,87.21384324021723,762.026357278786,103.46856962067075,1.1707629806643127,-2.5920092771196783,0.47342701728240577,0.0534973358413936,0.039695893365586085,0.02502300885641434,0.01597395096317489
2021-01-16 01:20:00,0.012147762210668796,87.20762832826208,762.0402722441148,103.74774983936922,1.1729973007497718,-2.5922493957303825,0.4659832484784284,0.052611303402200105,0.039102125370102866,0.024728491624756824,0.015895352591879967
2021-01-16 01:40:00,0.012174816103530517,87.20135382506666,762.053777478272,104.02696493837504,1.1752293667658933,-2.592518850418074,0.45889181132371876,0.05169513201002518,0.03847708897903714,0.024436614672388463,0.01581943819721302
2021-01-16 02:00:00,0.012201841098792998,87.19501982491,762.0668640995403,104.30620733469273,1.177459108923624,-2.5928176508307343,0.4522008253497722,0.050773358610942926,0.03784137993782401,0.024157258513688728,0.015746708906715517
2021-01-16 02:20:00,0.012228836458135123,87.18862642402553,762.0795232803564,104.58546943525225,1.1796864574257555,-2.5931458058196615,0.4459233480882929,0.04987170108737472,0.03721886765238975,0.023898772898511587,0.01567755369500631
2021-01-16 02:40:00,0.012255801443892825,87.1821737205923,762.0917462560885,104.86474363663852,1.1819113424654133,-2.5935033234327856,0.440053380579124,0.04901606988579365,0.03663573624069285,0.02366752830360739,0.015612402244748353
2021-01-16 03:00:00,0.012282735319090838,87.17566181475858,762.103524334022,105.14402232590581,1.1841336942316938,-2.5938902109187154,0.4345835260942305,0.048231488839159196,0.03611924426067364,0.02346774503743277,0.015551871528702235
2021-01-16 03:20:00,0.012309637347492797,87.16909080860937,762.114848902247,105.4232978803127,1.1863534429097156,-2.5943064747257916,0.4295216021360468,0.0475409742743184,0.035696262632355265,0.02330160139602245,0.015496882577154113
2021-01-16 03:40:00,0.01233650679359741,87.16246080619605,762.1257114387392,105.70256266767355,1.1885705186827678,-2.59475212049444,0.42490366851713124,0.04696443001993874,0.035391678672653734,0.023169585691679498,0.015448727356509252
2021-01-16 04:00:00,0.012363342922673874,87.15577191350248,762.1361035204172,105.98180904689778,1.1907848517368778,-2.595227153066972,0.42080142625613076,0.046517621522734906,0.0352267768195325,0.02307102555813704,0.01540907178908752
2021-01-16 04:20:00,0.012390145000851106,87.14902423847859,762.146016832246,106.26102936757488,1.1929963722591632,-2.595731576482377,0.41732270128204685,0.04621129398327598,0.03521772048374092,0.02300470569264598,0.015379888968171055
2021-01-16 04:40:00,0.01241691229503424,87.14221789099994,762.1554431763706,106.54021597083339,1.1952050104436813,-2.596265393971942,0.41460465838867955,0.046050496537514654,0.03537426227599657,0.022969474937741728,0.01536332560087514
2021-01-16 05:00:00,0.012443644073010351,87.13535298290086,762.1643744812606,106.81936118914595,1.1974106964911515,-2.596828607966475,0.4128003780623474,0.04603416672476001,0.03569880046338238,0.022964746631384318,0.01536151355482964
2021-01-16 05:20:00,0.012470339603468873,87.12842962795035,762.1728028108458,107.09845734675102,1.1996133606122938,-2.597421220088729,0.4120603472342461,0.046155016845703445,0.03618587801301571,0.022990812066509315,0.01537634600199786
2021-01-16 05:40:00,0.01249699815606458,87.12144794186545,762.1807203736606,107.37749675968888,1.2018129330288416,-2.5980432311560353,0.41251114882144646,0.046399746917744136,0.03682218843717953,0.023048913681342417,0.015409243095639853
2021-01-16 06:00:00,0.012523619001336663,87.11440804228988,762.1881195319485,107.65647173634008,1.2040093439784672,-2.5986946411832967,0.41423408980729637,0.04674958877176638,0.03758711253836852,0.02314105883243053,0.015460934682019733
2021-01-16 06:20:00,0.012550201410849539,87.10731004881592,762.1949928107235,107.93537457726661,1.2062025237128187,-2.599375449374384,0.41724662350777103,0.0471811638243169,0.03845376570624606,0.02326959230702091,0.01553128687662516
2021-01-16 06:40:00,0.012576744657193457,87.10015408296339,762.2013329068458,108.21419757559335,1.2083924025027695,-2.6000856541288444,0.4214891796554169,0.047667614896821336,0.03939049092040184,0.023436581305876242,0.015619195447694396
2021-01-16 07:00:00,0.01260324801397372,87.09294026818424,762.2071326979319,108.49293301749206,1.2105789106408162,-2.600825253042932,0.4268194411227499,0.048179951974166274,0.04036269248026142,0.02364309584077744,0.015722562254695493
2021-01-16 07:20:00,0.01262971075588364,87.08566872986563,762.2123852513289,108.77157318179657,1.2127619784394237,-2.601594242896782,0.43301526460426837,0.04868853480047568,0.04133487383936134,0.023888486463233997,0.015838362231785728
2021-01-16 07:40:00,0.012656132158707544,87.07833959531091,762.2170838329063,109.05011034099233,1.2149415362396154,-2.6023926196725444,0.4397864339104285,0.04916460330198092,0.04227272313017814,0.02416976733602351,0.015962798585370322
2021-01-16 08:00:00,0.012682511499398393,87.0709529937685,762.221221915792,109.32853676069584,1.2171175144063282,-2.6032203785402457,0.446794379310241,0.04958176120606809,0.04314508420529292,0.024481204812389135,0.016091534119870604
2021-01-16 08:20:00,0.012708848056045366,87.06350905638662,762.224793189008,109.60684470050037,1.2192898433359003,-2.604077513859144,0.4536780224831429,0.04991731962627523,0.04392566014939292,0.024814190579604573,0.016219978056025094
2021-01-16 08:40:00,0.012735141107905608,87.05600791625584,762.2277915660312,109.88502641358286,1.2214584534538655,-2.6049640191857106,0.4600831327188283,0.05015341588355398,0.044594319469901035,0.02515744637447364,0.016343601354849878
2021-01-16 09:00:00,0.012761389935503499,87.04844970836265,762.2302111931,110.1630741477568,1.2236232752229297,-2.6058798872647824,0.46569210229936053,0.05027783794243095,0.0451379104523342,0.02549756803352156,0.016458250163342195
2021-01-16 09:20:00,0.012787593820578853,87.04083456963181,762.2320464575769,110.44098014468847,1.2257842391376566,-2.606825110033636,0.47025092819398195,0.05028450541252229,0.04555053302203599,0.025819874871734285,0.01656042695586708
2021-01-16 09:40:00,0.012813752046150213,87.03316263888367,762.2332919959673,110.71873664089519,1.2279412757323158,-2.6077996786195623,0.47359044221429797,0.05017358248918123,0.04583326563790788,0.02610949118197496,0.01664751227966554
2021-01-16 10:00:00,0.0128398638965665,87.02543405685874,762.2339427019331,110.99633586775637,1.2300943155817352,-2.6088035833434766,0.4756394360679469,0.04995122447488968,0.045993392503020904,0.02635255485905471,0.016717906344249835
2021-01-16 10:20:00,0.012865928657530033,87.0176489662044,762.2339937340323,111.27377005161455,1.2322432893029127,-2.6098368137159023,0.4764282131504887,0.04962898546773622,0.04604321906621548,0.026537427825191893,0.01677107829998299
2021-01-16 10:40:00,0.012891945616033098,87.00980751145704,762.2334405233553,111.55103141412697,1.23438812755702,-2.6108993584380418,0.4760821630245088,0.04922293826065795,0.045998597288240003,0.02665577679515331,0.016807520942261067
2021-01-16 11:00:00,0.012917914060537012,87.0019098390824,762.2322787808799,111.8281121723232,1.2365287610509743,-2.6119912054016874,0.4748060730125864,0.04875257653738367,0.04587730332250776,0.026703402026428152,0.01682861861714291
2021-01-16 11:20:00,0.012943833280870483,86.99395609741433,762.2305045047525,112.10500453920477,1.2386651205430432,-2.613112341694121,0.4728609328290701,0.048239582537179276,0.04569741730056523,0.02668071532260634,0.01683644514729579
2021-01-16 11:40:00,0.01296970256842385,86.98594643671586,762.2281139871855,112.38170072349354,1.240797136839959,-2.6142627535883447,0.47053582969109997,0.0477065495213943,0.04547584745265795,0.02659280419629689,0.016833515612574502
2021-01-16 12:00:00,0.012995521215937509,86.97788100911451,762.2251038213163,112.6581929302547,1.2429247408034427,-2.6154424265517573,0.4681180732743452,0.04717574723463787,0.045227119999404077,0.026449062819179813,0.01682252002856401
2021-01-16 12:20:00,0.013021288517712922,86.96975996863358,762.2214709076959,112.93447336081464,1.2450478633492597,-2.616651345241479,0.46586486778697284,0.04666801044720339,0.044962524605982275,0.02626241722383884,0.016806067914834154
2021-01-16 12:40:00,0.013047003769630625,86.9615834711981,762.2172124605717,113.21053421325209,1.2471664354515635,-2.617889493507902,0.46397964085888765,0.04620181649170794,0.04468966624914272,0.026048216798488545,0.016786470370466662
2021-01-16 13:00:00,0.013072666269087745,86.95335167459837,762.2123260139767,113.48636768253644,1.2492803881445829,-2.6191568543885255,0.4625955701724426,0.04579259892853411,0.044412432306193905,0.02582290124964605,0.016765580902307495
2021-01-16 13:20:00,0.013098275315086326,86.94506473851406,762.2068094274636,113.76196596054135,1.2513896525227173,-2.6204534101178902,0.46176798587381335,0.04545232289570894,0.044131342921525735,0.025602577543127458,0.016744708557463153
2021-01-16 13:40:00,0.013123830208346614,86.93672282449901,762.2006608916464,114.03732123676384,1.2534941597470863,-2.621779142119701,0.46147627183243733,0.045189325318266964,0.043844217328223675,0.025401651849394347,0.016724607838474525
2021-01-16 14:00:00,0.013149330251071999,86.92832609598071,762.1938789334044,114.31242569792985,1.2555938410425092,-2.6231340310101157,0.46163476664665193,0.045008401971635886,0.04354706217842313,0.025231655906311372,0.01670554052399434
2021-01-16 14:20:00,0.013174774747324059,86.91987471825566,762.1864624208642,114.58727152878345,1.257688627703709,-2.624518056599258,0.4621111086842835,0.04491110518663781,0.043235072356882384,0.02510038601439925,0.016687395996377606
2021-01-16 14:40:00,0.013200163002714933,86.91136885847627,762.1784105679894,114.8618509119642,1.2597784510957628,-2.625931197884804,0.46274960342417093,0.04489620220989188,0.042903631272494636,0.025011438475637766,0.0166698499974663
2021-01-16 15:00:00,0.013225494324746548,86.90280868567461,762.169722938991,115.13615602846315,1.2618632426567093,-2.6273734330661345,0.4633966180608172,0.044960235808179705,0.04254920589406212,0.02496418156317885,0.01665253766778139
2021-01-16 15:20:00,0.013250768022644212,86.89419437073288,762.1603994523042,115.41017905764063,1.2639429338989354,-2.628844739526084,0.46392479511018314,0.04509812605810564,0.04217005029432942,0.024954156073814206,0.016635215725232452
2021-01-16 15:40:00,0.01327598340736104,86.88552608639283,762.1504403843467,115.68391217745251,1.2660174564111137,-2.6303450938469,0.46425304794991773,0.04530375520897859,0.041766657568738305,0.024973849649325617,0.016617890783748257
2021-01-16 16:00:00,0.013301139791750334,86.87680400723518,762.1398463728616,115.95734756511976,1.2680867418636779,-2.6318744718040366,0.4643598354200616,0.04557048538037051,0.04134193044116202,0.025013749719461062,0.016600895796595398
2021-01-16 16:20:00,0.013326236490524276,86.86802830970657,762.1286184200441,116.23047739666427,1.2701507220058863,-2.633432848367204,0.46428804521738243,0.04589157056315858,0.040901072087523235,0.025063550704976532,0.01658490378806555
2021-01-16 16:40:00,0.013351272820239816,86.85919917207362,762.1167578951666,116.50329384784638,1.2722093286729708,-2.635020197697811,0.4641408467581696,0.04626043855798938,0.040451227256420655,0.025113376311977877,0.016570876503561958
2021-01-16 17:00:00,0.013376248099398356,86.85031677446504,762.104266537066,116.77578909367189,1.2742624937831244,-2.636636493157946,0.4640689799799706,0.04667083360191641,0.04000092674096584,0.02515487895165346,0.01655995430580855
2021-01-16 17:20:00,0.013401161648413425,86.84138129882876,762.0911464560616,117.04795530937733,1.27631014934515,-2.6382817073031486,0.46425099501089506,0.047116825037655546,0.03955940355267049,0.02518209526728487,0.016553301495374446
2021-01-16 17:40:00,0.013426012789661813,86.83239292895291,762.0774001357304,117.31978467004356,1.2783522274562176,-2.6399558118809603,0.4648688236833677,0.047592700158467185,0.0391358557268933,0.02519196734787178,0.01655192727071453
2021-01-16 18:00:00,0.013450800847621297,86.823351850457,762.0630304341438,117.59126935121292,1.2803886603061752,-2.6416587778428093,0.4660816444575132,0.04809276932615236,0.03873872856212531,0.025184479782986376,0.01655650602491837
2021-01-16 18:20:00,0.013475525148609389,86.81425825075651,762.0480405848705,117.86240152884395,1.2824193801794714,-2.643390575330824,0.46800122868266336,0.048611117944763964,0.038375079355161955,0.02516240845425684,0.01656722118058983
2021-01-16 18:40:00,0.013500185021159428,86.80511231912446,762.0324341975363,118.13317337971327,1.2844443194557185,-2.64515117369032,0.47067180189675767,0.049141342656137135,0.03805007221191939,0.025130722489325623,0.016583654232650492
2021-01-16 19:00:00,0.013524779795793125,86.79591424661622,762.0162152580643,118.4035770817882,1.2864634106157822,-2.6469405414637386,0.4740569381465528,0.049676308322549184,0.037766631766795566,0.02509572081346916,0.01660473541676309
2021-01-16 19:20:00,0.013549308805214254,86.78666422611454,761.9993881284935,118.67360481404411,1.2884765862388066,-2.648758646389857,0.4780351902481296,0.050207958452265083,0.037525265283568476,0.02506401460916292,0.01662876509612707
2021-01-16 19:40:00,0.013573771384193578,86.77736245229737,761.9819575464684,118.94324875711214,1.290483779008353,-2.6506054554101315,0.48240514215104785,0.05072720540345325,0.03732404515003831,0.02504148335193971,0.016653506462024594
2021-01-16 20:00:00,0.013598166869685017,86.76800912165179,761.9639286243433,119.21250109318292,1.292484921711754,-2.6524809346638394,0.4868994724367589,0.05122391880430897,0.03715873028385831,0.02503233317629864,0.016676341516055394
2021-01-16 20:20:00,0.013622494600876615,86.75860443245318,761.9453068478338,119.48135400667246,1.2944799472457822,-2.654385049497744,0.49120657104057824,0.051687022028778784,0.037022996754157426,0.025038372197499825,0.016694474602098556
2021-01-16 20:40:00,0.013646753919150878,86.74914858477862,761.926098074454,119.74979968378166,1.2964687886137622,-2.656317764451388,0.4949973783535184,0.052104698040223156,0.03690874549042026,0.025058589935159695,0.016705161925561367
