ds,Осадки,Влажность,Давление,Направление ветра,Скорость ветра,Температура,CO,NO,PM10,PM2.5,NO2
2021-02-22 07:20:00,0.03440083591319587,70.93466238912666,761.5499818095087,88.05442559196084,0.42954829448201304,-1.6276040171067923,0.5290576084575198,0.009836896527899179,0.04997401039848787,0.026976910146201502,0.04650060815862473
2021-02-22 07:40:00,0.03440062348094322,70.92187184988542,761.4763556283757,88.04605506840073,0.429167672170172,-1.6369382138610913,0.5382566625814676,0.010367090416165103,0.0500908079290385,0.026915852479758987,0.047121990197857254
2021-02-22 08:00:00,0.0344001965286069,70.90919778407206,761.4032617995643,88.03752766238583,0.42878796376563405,-1.6462862821536346,0.5467213421420198,0.010801650563244856,0.050245410636151906,0.026857194231646238,0.047725770635814756
2021-02-22 08:20:00,0.03439955575006571,70.89664070008499,761.3307220327611,88.02884362042289,0.4284091756327131,-1.655647950674231,0.5540301596390611,0.011122272689268346,0.05042754093834743,0.026799137603236732,0.048277553190022485
2021-02-22 08:40:00,0.03439870184427544,70.88420110334681,761.2587577523805,88.02000319066451,0.42803131408521145,-1.6650229478855678,0.5598590710391124,0.011319305092025056,0.05062180867806641,0.026739259515612842,0.04874517524778303
2021-02-22 09:00:00,0.03439763551532907,70.8718794963122,761.1873900850173,88.01100662304395,0.42765438538559813,-1.6744110020648915,0.5640054421623065,0.01139208107603248,0.05080887330434914,0.02667476475024934,0.04910114317507101
2021-02-22 09:20:00,0.03439635747237427,70.85967637846528,761.1166398473667,88.00185416909176,0.4272783957449471,-1.6838118412646264,0.5664012418482038,0.011348460560010789,0.050967160502687875,0.026602802166880476,0.04932476869000857
2021-02-22 09:40:00,0.03439486842959258,70.84759224625904,761.0465275342444,87.99254608197081,0.4269033513230216,-1.6932251933458495,0.5671140643865482,0.011203647217336467,0.051074950344719025,0.026520806013692742,0.04940379056195901
2021-02-22 10:00:00,0.034393169106111385,70.83562759311171,760.9770733066368,87.98308261649441,0.42652925822674626,-1.7026507859976112,0.5663358148347856,0.01097841622946613,0.05111260571717929,0.026426820671022325,0.049335313125066546
2021-02-22 10:20:00,0.03439126022613178,70.82378290943402,760.9082969803052,87.97346402901498,0.4261561225117329,-1.7120883466993622,0.564360160454237,0.010696941393495642,0.051064688523881206,0.026319768677609746,0.049125959892652976
2021-02-22 10:40:00,0.03438914251871659,70.81205868254919,760.8402180142065,87.96369057747214,0.42578395018022885,-1.7215376027748919,0.5615510193912399,0.01038444356471261,0.050921719673576844,0.02619962840829629,0.048791219698373564
2021-02-22 11:00:00,0.034386816717914194,70.80045539673546,760.7728554995051,87.95376252134136,0.425412747182766,-1.730998281356082,0.5583052935310152,0.010064892167819403,0.05068137635092887,0.02606749851889046,0.04835404553267964
2021-02-22 11:20:00,0.0343842835625756,70.78897353314319,760.7062281484787,87.94368012159653,0.42504251941574894,-1.740470109430177,0.5550136506017508,0.009758977293957836,0.05034898222036258,0.02592553992719388,0.04784284332889428
2021-02-22 11:40:00,0.03438154379655486,70.77761356987287,760.6403542840064,87.93344364066857,0.42467327272285693,-1.7499528138025644,0.5520233526686205,0.009482533852727522,0.04993722578167562,0.025776800991866536,0.04728905070119473
2021-02-22 12:00:00,0.03437859816840248,70.76637598186466,760.575251828964,87.92305334251049,0.424305012894169,-1.7594461211414192,0.5496068908469808,0.009245545809441626,0.04946512971025464,0.02562494583553327,0.04672454691276752
2021-02-22 12:20:00,0.03437544743152191,70.75526124093038,760.5109382961872,87.9125094924419,0.42393774566581593,-1.7689497579601152,0.5479395443264696,0.009051793954833243,0.04895637934591033,0.025473917678906586,0.046179150479710065
2021-02-22 12:40:00,0.034372092344095495,70.74426981575316,760.4474307785299,87.90181235724762,0.42357147671997625,-1.7784634506245993,0.5470880058906791,0.00889914220122935,0.048437191433930035,0.025327577112726138,0.04567844803914355
2021-02-22 13:00:00,0.034368533669082345,70.73340217181875,760.3847459391142,87.890962205054,0.42320621168459244,-1.787986925375482,0.5470110140333325,0.00878039258130001,0.04793395615633922,0.02518935842434263,0.04524215890307856
2021-02-22 13:20:00,0.0343647721740972,70.72265877145546,760.3229000022247,87.87995930536624,0.42284195613275943,-1.7975199083147784,0.5475716366233021,0.008684584789351382,0.047470910275526766,0.02506198498884865,0.04488317853675698
2021-02-22 13:40:00,0.034360808631453396,70.71204007379427,760.2619087440152,87.86880392903495,0.4224787155828548,-1.80706212542853,0.5485596062255614,0.008598577715544169,0.047068093937796304,0.024947277554766577,0.04460736802096142
2021-02-22 14:00:00,0.034356643818168504,70.70154653474603,760.201787483927,87.85749634818417,0.4221164954983917,-1.8166133025736588,0.5497210497594852,0.00850873146534585,0.046739809033772825,0.024846077855839775,0.04441407406117659
2021-02-22 14:20:00,0.03435227851585507,70.69117860700206,760.1425510761293,87.84603683626526,0.42175530128742467,-1.8261731655069111,0.5507922004389517,0.008402509991495506,0.04649373713187904,0.0247582957292956,0.04429728463665902
2021-02-22 14:40:00,0.034347713510701816,70.68093674000806,760.08421390153,87.83442566796604,0.42139513830256536,-1.8357414398691887,0.5515333084456543,0.008269845494905614,0.046330797074241106,0.024683072556607878,0.044247257921338184
2021-02-22 15:00:00,0.03434294959348848,70.67082137996182,760.0267898597729,87.82266311920085,0.42103601184030426,-1.845317851208077,0.5517590152345724,0.008104142795531335,0.04624573562636003,0.024619039238188773,0.044252414167991305
2021-02-22 15:20:00,0.034337987559527286,70.66083296978375,759.9702923619603,87.81074946714025,0.42067792714153474,-1.854902124976891,0.5513619138079865,0.007902849876315067,0.0462283594453278,0.02456463487771729,0.044301257068329505
2021-02-22 15:40:00,0.0343328282086655,70.6509719491159,759.9147343234206,87.79868499008123,0.4203208893909134,-1.864493986530963,0.5503268269515899,0.007667573653386816,0.04626524316200342,0.024518444380655088,0.044384095006620036
2021-02-22 16:00:00,0.03432747234516807,70.64123875429694,759.8601281568612,87.78646996749174,0.4199649037159681,-1.8740931611578766,0.5487344012907114,0.007403771329010109,0.04634169525608385,0.024479510287911732,0.04449436279884819
2021-02-22 16:20:00,0.03432192077778382,70.63163381836074,759.8064857660147,87.77410468004912,0.4196099751884629,-1.8836993740591907,0.5467538137449236,0.007120091539564352,0.04644373685105079,0.024447576774106448,0.0446293971024123
2021-02-22 16:40:00,0.03431617431968588,70.62215757100206,759.753818539458,87.76158940943478,0.4192561088223344,-1.8933123503697127,0.5446255818836443,0.006827471185174147,0.04655985158987073,0.024423231583046653,0.044790587283615846
2021-02-22 17:00:00,0.03431023378839913,70.61281043858185,759.7021373449548,87.74892443851974,0.41890330957514843,-1.902931815161617,0.5426365271266883,0.00653811031286977,0.04668229683097417,0.0244079238564907,0.04498289994351263
2021-02-22 17:20:00,0.03430410000583772,70.60359284409701,759.6514525239776,87.73611005113582,0.4185515823463726,-1.9125574934456075,0.5410897439522243,0.0062644477056439,0.04680782350582773,0.024403850903940844,0.04521385051913615
2021-02-22 17:40:00,0.034297773798208454,70.59450520718718,759.6017738868036,87.72314653223336,0.4182009319783197,-1.9221891101828836,0.5402728949346373,0.006018244983836244,0.04693772708232181,0.024413723167387658,0.045492060630451775
2021-02-22 18:00:00,0.03429125599603376,70.58554794410017,759.5531107077751,87.71003416778035,0.4178513632554252,-1.9318263902929136,0.5404282364189045,0.005809859959612217,0.04707723603115306,0.02444043200781258,0.04582558766496276
2021-02-22 18:20:00,0.03428454743406343,70.57672146768127,759.5054717211791,87.6967732446357,0.41750288090372567,-1.9414690586410597,0.5417274838496646,0.005647755068499436,0.04723432678876628,0.02448665761493033,0.04622023812553436
2021-02-22 18:40:00,0.03427764895135218,70.56802618738823,759.458865117223,87.68336405076482,0.41715548959181137,-1.951116840071812,0.5442539938018865,0.005538249085175497,0.04741812546221166,0.024554462760214064,0.04667807594985124
2021-02-22 19:00:00,0.034270561391053604,70.55946250922705,759.4132985386318,87.66980687496869,0.41680919392885274,-1.96076945939798,0.5479938541539765,0.005485485339593053,0.04763710781548778,0.024644921212393714,0.047196311759569995
2021-02-22 19:20:00,0.03426328560057649,70.55103083577643,759.3687790775406,87.65610200698907,0.4164639984660166,-1.9704266414084337,0.5528364442402831,0.005491562001899385,0.04789733425030347,0.024757826976686104,0.04776671220097636
2021-02-22 19:40:00,0.03425582243139727,70.5427315661697,759.325313272748,87.6422497375001,0.41611990769525486,-1.9800881108816428,0.5585839768992046,0.005556753272153884,0.04820095255020312,0.02489152235133252,0.048375606073740196
2021-02-22 20:00:00,0.034248172739137155,70.5345650960562,759.2829071074289,87.62825035799958,0.41577692604971167,-1.9897535925761778,0.5649685864115473,0.005679746429964265,0.04854516862127997,0.02504287001616581,0.049004493448869944
2021-02-22 20:20:00,0.03424033738346005,70.52653181762737,759.2415660071965,87.61410416084368,0.41543505790305857,-1.9994228112560783,0.5716747871972084,0.0058578287418402444,0.04892182833410146,0.025207378437523523,0.049631193950828156
